x,U_ML_full_LU,U_exact
-1.69393,0.0125696,0.0126392
-1.66227,0.0129272,0.0129983
-1.63061,0.0132884,0.0133609
-1.59894,0.0136528,0.0137268
-1.56728,0.0140202,0.0140956
-1.53562,0.0143903,0.0144672
-1.50396,0.0147629,0.0148411
-1.4723,0.0151375,0.0152171
-1.44063,0.0155139,0.0155949
-1.40897,0.0158917,0.015974
-1.37731,0.0162706,0.0163542
-1.34565,0.0166502,0.0167351
-1.31398,0.0170302,0.0171163
-1.28232,0.0174101,0.0174975
-1.25066,0.0177896,0.0178782
-1.219,0.0181684,0.0182581
-1.18734,0.0185459,0.0186368
-1.15567,0.0189219,0.0190138
-1.12401,0.0192958,0.0193888
-1.09235,0.0196673,0.0197613
-1.06069,0.0200359,0.020131
-1.02902,0.0204013,0.0204973
-0.997361,0.0207629,0.0208598
-0.965699,0.0211205,0.0212182
-0.934037,0.0214734,0.021572
-0.902375,0.0218213,0.0219207
-0.870712,0.0221638,0.0222639
-0.83905,0.0225005,0.0226013
-0.807388,0.0228308,0.0229323
-0.775726,0.0231544,0.0232565
-0.744063,0.0234709,0.0235736
-0.712401,0.0237798,0.0238831
-0.680739,0.0240808,0.0241845
-0.649077,0.0243734,0.0244776
-0.617414,0.0246572,0.0247618
-0.585752,0.0249319,0.0250369
-0.55409,0.025197,0.0253023
-0.522427,0.0254522,0.0255579
-0.490765,0.0256972,0.0258031
-0.459103,0.0259316,0.0260377
-0.427441,0.026155,0.0262613
-0.395778,0.0263672,0.0264737
-0.364116,0.0265678,0.0266744
-0.332454,0.0267566,0.0268633
-0.300792,0.0269332,0.02704
-0.269129,0.0270975,0.0272043
-0.237467,0.0272492,0.0273559
-0.205805,0.027388,0.0274946
-0.174142,0.0275138,0.0276203
-0.14248,0.0276263,0.0277327
-0.110818,0.0277255,0.0278317
-0.0791557,0.0278111,0.0279171
-0.0474934,0.027883,0.0279889
-0.0158311,0.0279411,0.0280468
0.0158311,0.0279854,0.0280908
0.0474934,0.0280158,0.0281208
0.0791557,0.0280321,0.0281368
0.110818,0.0280345,0.0281388
0.14248,0.0280229,0.0281268
0.174142,0.0279973,0.0281008
0.205805,0.0279577,0.0280607
0.237467,0.0279042,0.0280068
0.269129,0.0278369,0.027939
0.300792,0.027756,0.0278575
0.332454,0.0276614,0.0277624
0.364116,0.0275534,0.0276538
0.395778,0.0274321,0.027532
0.427441,0.0272977,0.0273969
0.459103,0.0271503,0.027249
0.490765,0.0269903,0.0270883
0.522427,0.0268179,0.0269152
0.55409,0.0266332,0.0267298
0.585752,0.0264366,0.0265325
0.617414,0.0262283,0.0263235
0.649077,0.0260087,0.0261031
0.680739,0.0257781,0.0258717
0.712401,0.0255367,0.0256295
0.744063,0.025285,0.0253769
0.775726,0.0250232,0.0251143
0.807388,0.0247519,0.0248421
0.83905,0.0244712,0.0245605
0.870712,0.0241816,0.02427
0.902375,0.0238835,0.023971
0.934037,0.0235774,0.0236639
0.965699,0.0232635,0.0233491
0.997361,0.0229424,0.023027
1.02902,0.0226144,0.022698
1.06069,0.02228,0.0223625
1.09235,0.0219395,0.0220211
1.12401,0.0215935,0.021674
1.15567,0.0212424,0.0213218
1.18734,0.0208865,0.0209648
1.219,0.0205264,0.0206036
1.25066,0.0201624,0.0202384
1.28232,0.019795,0.0198699
1.31398,0.0194246,0.0194983
1.34565,0.0190516,0.0191242
1.37731,0.0186764,0.0187478
1.40897,0.0182996,0.0183698
1.44063,0.0179214,0.0179903
1.4723,0.0175422,0.01761
1.50396,0.0171625,0.0172291
1.53562,0.0167827,0.016848
1.56728,0.0164031,0.0164671
1.59894,0.0160241,0.0160869
1.63061,0.0156461,0.0157076
1.66227,0.0152693,0.0153296
1.69393,0.0148943,0.0149532
1.72559,0.0145211,0.0145788
1.75726,0.0141503,0.0142067
1.78892,0.0137821,0.0138372
1.82058,0.0134168,0.0134706
1.85224,0.0130547,0.0131072
1.88391,0.012696,0.0127472
1.91557,0.0123411,0.0123909
1.94723,0.01199,0.0120386
1.97889,0.0116432,0.0116905
2.01055,0.0113008,0.0113468
2.04222,0.010963,0.0110077
2.07388,0.01063,0.0106734
2.10554,0.010302,0.0103442
2.1372,0.00997914,0.0100201
2.16887,0.00966161,0.00970126
2.20053,0.00934952,0.00938793
2.23219,0.00904302,0.0090802
2.26385,0.00874222,0.00877818
2.29551,0.00844723,0.00848198
2.32718,0.00815813,0.00819169
2.35884,0.00787501,0.0079074
2.3905,0.00759795,0.00762917
2.42216,0.00732699,0.00735706
2.45383,0.00706218,0.00709113
2.48549,0.00680357,0.00683141
2.51715,0.00655117,0.00657792
2.54881,0.00630501,0.00633068
2.58047,0.00606508,0.00608971
2.61214,0.00583139,0.00585499
2.6438,0.00560392,0.00562651
2.67546,0.00538265,0.00540425
2.70712,0.00516756,0.0051882
2.73879,0.0049586,0.00497829
2.77045,0.00475573,0.00477451
2.80211,0.0045589,0.00457678
2.83377,0.00436805,0.00438506
2.86544,0.00418312,0.00419928
2.8971,0.00400403,0.00401937
2.92876,0.00383071,0.00384525
2.96042,0.00366308,0.00367684
2.99208,0.00350105,0.00351406
3.02375,0.00334452,0.00335681
3.05541,0.00319342,0.003205
3.08707,0.00304763,0.00305854
3.11873,0.00290706,0.00291731
3.1504,0.0027716,0.00278122
3.18206,0.00264115,0.00265016
3.21372,0.00251559,0.00252402
3.24538,0.00239481,0.00240269
3.27704,0.00227871,0.00228605
3.30871,0.00216716,0.00217399
3.34037,0.00206006,0.00206639
3.37203,0.00195728,0.00196314
3.40369,0.00185871,0.00186413
3.43536,0.00176424,0.00176922
3.46702,0.00167373,0.00167832
3.49868,0.00158709,0.00159129
3.53034,0.00150419,0.00150802
3.56201,0.00142492,0.0014284
3.59367,0.00134915,0.00135231
3.62533,0.00127679,0.00127964
3.65699,0.00120771,0.00121027
3.68865,0.00114181,0.00114409
3.72032,0.00107897,0.00108099
3.75198,0.00101908,0.00102086
3.78364,0.000962048,0.000963598
3.8153,0.000907758,0.000909095
3.84697,0.000856109,0.000857249
3.87863,0.000807002,0.000807957
3.91029,0.000760337,0.00076112
3.94195,0.000716017,0.000716642
3.97361,0.000673949,0.000674428
4.00528,0.000634041,0.000634385
4.03694,0.000596202,0.000596422
4.0686,0.000560345,0.000560452
4.10026,0.000526386,0.00052639
4.13193,0.000494241,0.000494151
4.16359,0.000463832,0.000463657
4.19525,0.000435079,0.000434828
4.22691,0.000407907,0.000407589
4.25858,0.000382245,0.000381866
4.29024,0.00035802,0.000357589
4.3219,0.000335166,0.000334688
4.35356,0.000313616,0.000313098
4.38522,0.000293307,0.000292756
4.41689,0.000274178,0.000273599
4.44855,0.00025617,0.000255568
4.48021,0.000239226,0.000238607
4.51187,0.000223293,0.000222661
4.54354,0.000208317,0.000207677
4.5752,0.000194249,0.000193606
4.60686,0.000181041,0.000180398
4.63852,0.000168647,0.000168007
4.67018,0.000157023,0.00015639
4.70185,0.000146126,0.000145504
4.73351,0.000135916,0.000135308
4.76517,0.000126355,0.000125764
4.79683,0.000117406,0.000116835
4.8285,0.000109034,0.000108486
4.86016,0.000101206,0.000100684
4.89182,9.38901e-05,9.33965e-05
4.92348,8.70556e-05,8.65934e-05
4.95515,8.06739e-05,8.02458e-05
4.98681,7.47176e-05,7.43267e-05
5.01847,6.91608e-05,6.88099e-05
5.05013,6.39788e-05,6.36709e-05
5.08179,5.91481e-05,5.88865e-05
5.11346,5.46465e-05,5.44345e-05
5.14512,5.04528e-05,5.02941e-05
5.17678,4.65471e-05,4.64456e-05
5.20844,4.29105e-05,4.28702e-05
5.24011,3.9525e-05,3.95504e-05
5.27177,3.63736e-05,3.64696e-05
5.30343,3.34402e-05,3.3612e-05
5.33509,3.07095e-05,3.0963e-05
5.36675,2.81672e-05,2.85086e-05
5.39842,2.57995e-05,2.62357e-05
5.43008,2.35935e-05,2.4132e-05
5.46174,2.15369e-05,2.21859e-05
5.4934,1.96181e-05,2.03867e-05
5.52507,1.7826e-05,1.87241e-05
5.55673,1.61501e-05,1.71885e-05
5.58839,1.45804e-05,1.57711e-05
5.62005,1.31074e-05,1.44633e-05
5.65172,1.17221e-05,1.32574e-05
5.68338,1.04157e-05,1.2146e-05
5.71504,9.17988e-06,1.11222e-05
5.7467,8.00674e-06,1.01797e-05
5.77836,6.88855e-06,9.31246e-06
5.81003,5.81788e-06,8.51484e-06
5.84169,4.78753e-06,7.78168e-06
5.87335,3.79048e-06,7.10812e-06
5.90501,2.81988e-06,6.48963e-06
5.93668,1.86901e-06,5.92202e-06
5.96834,9.31239e-07,5.40137e-06
6,0,4.92405e-06
