x,U_ML_full_LU,U_exact
1.78892,4.15907e-05,3.47737e-05
1.82058,3.19399e-05,2.63698e-05
1.85224,2.44565e-05,1.99343e-05
1.88391,1.86733e-05,1.50242e-05
1.91557,1.42186e-05,1.12913e-05
1.94723,1.07978e-05,8.46283e-06
1.97889,8.17914e-06,6.32662e-06
2.01055,6.1803e-06,4.71819e-06
2.04222,4.65891e-06,3.51067e-06
2.07388,3.50408e-06,2.60663e-06
2.10554,2.62979e-06,1.93155e-06
2.1372,1.96954e-06,1.42867e-06
2.16887,1.47214e-06,1.05492e-06
2.20053,1.09829e-06,7.77727e-07
2.23219,8.17907e-07,5.72551e-07
2.26385,6.0807e-07,4.20956e-07
2.29551,4.51342e-07,3.09135e-07
2.32718,3.34502e-07,2.26777e-07
2.35884,2.47555e-07,1.66203e-07
2.3905,1.82962e-07,1.21707e-07
2.42216,1.35054e-07,8.90562e-08
2.45383,9.95726e-08,6.51224e-08
2.48549,7.33327e-08,4.75936e-08
2.51715,5.39528e-08,3.47657e-08
2.54881,3.9657e-08,2.53844e-08
2.58047,2.91237e-08,1.85278e-08
2.61214,2.1371e-08,1.35191e-08
2.6438,1.56704e-08,9.86175e-09
2.67546,1.14827e-08,7.19226e-09
2.70712,8.40886e-09,5.2444e-09
2.73879,6.1544e-09,3.82349e-09
2.77045,4.50207e-09,2.78721e-09
2.80211,3.29183e-09,2.03158e-09
2.83377,2.40592e-09,1.48068e-09
2.86544,1.75777e-09,1.0791e-09
2.8971,1.28379e-09,7.86387e-10
2.92876,9.3734e-10,5.73051e-10
2.96042,6.842e-10,4.17575e-10
2.99208,4.99304e-10,3.04274e-10
3.02375,3.64297e-10,2.2171e-10
3.05541,2.65745e-10,1.61547e-10
3.08707,1.93822e-10,1.17709e-10
3.11873,1.41345e-10,8.57657e-11
3.1504,1.03062e-10,6.24906e-11
3.18206,7.51405e-11,4.55317e-11
3.21372,5.4778e-11,3.3175e-11
3.24538,3.99303e-11,2.41717e-11
3.27704,2.9105e-11,1.76118e-11
3.30871,2.12132e-11,1.28321e-11
3.34037,1.54605e-11,9.34955e-12
3.37203,1.12673e-11,6.81215e-12
3.40369,8.21105e-12,4.96338e-12
3.43536,5.98363e-12,3.61635e-12
3.46702,4.36032e-12,2.63489e-12
3.49868,3.17732e-12,1.9198e-12
3.53034,2.31524e-12,1.39878e-12
3.56201,1.68703e-12,1.01916e-12
3.59367,1.22926e-12,7.42564e-13
3.62533,8.95697e-13,5.41036e-13
3.65699,6.52639e-13,3.94202e-13
3.68865,4.75534e-13,2.87218e-13
3.72032,3.46487e-13,2.09268e-13
3.75198,2.52459e-13,1.52474e-13
3.78364,1.83947e-13,1.11094e-13
3.8153,1.34027e-13,8.09434e-14
3.84697,9.7654e-14,5.89758e-14
3.87863,7.1152e-14,4.29701e-14
3.91029,5.18422e-14,3.13083e-14
3.94195,3.77728e-14,2.28114e-14
3.97361,2.75216e-14,1.66205e-14
4.00528,2.00525e-14,1.21098e-14
4.03694,1.46104e-14,8.82326e-15
4.0686,1.06453e-14,6.42868e-15
4.10026,7.75621e-15,4.68397e-15
4.13193,5.65123e-15,3.41277e-15
4.16359,4.11752e-15,2.48656e-15
4.19525,3.00005e-15,1.81172e-15
4.22691,2.18586e-15,1.32003e-15
4.25858,1.59263e-15,9.61782e-16
4.29024,1.1604e-15,7.0076e-16
4.3219,8.45474e-16,5.10577e-16
4.35356,6.16018e-16,3.7201e-16
4.38522,4.48834e-16,2.71048e-16
4.41689,3.27023e-16,1.97487e-16
4.44855,2.38271e-16,1.4389e-16
4.48021,1.73605e-16,1.04839e-16
4.51187,1.2649e-16,7.63865e-17
4.54354,9.21613e-17,5.56556e-17
4.5752,6.71492e-17,4.0551e-17
4.60686,4.89253e-17,2.95457e-17
4.63852,3.56473e-17,2.15272e-17
4.67018,2.59728e-17,1.56848e-17
4.70185,1.89239e-17,1.1428e-17
4.73351,1.37881e-17,8.32653e-18
4.76517,1.00461e-17,6.06676e-18
4.79683,7.31962e-18,4.42028e-18
4.8285,5.33312e-18,3.22064e-18
4.86016,3.88574e-18,2.34657e-18
4.89182,2.83117e-18,1.70973e-18
4.92348,2.06281e-18,1.24572e-18
4.95515,1.50297e-18,9.07636e-19
4.98681,1.09507e-18,6.61309e-19
5.01847,7.97878e-19,4.81833e-19
5.05013,5.81338e-19,3.51067e-19
5.08179,4.23566e-19,2.55789e-19
5.11346,3.08613e-19,1.86369e-19
5.14512,2.24857e-19,1.3579e-19
5.17678,1.63832e-19,9.89372e-20
5.20844,1.19369e-19,7.20862e-20
5.24011,8.69729e-20,5.25224e-20
5.27177,6.33689e-20,3.82681e-20
5.30343,4.61709e-20,2.78824e-20
5.33509,3.36404e-20,2.03152e-20
5.36675,2.45105e-20,1.48018e-20
5.39842,1.78585e-20,1.07847e-20
5.43008,1.30117e-20,7.85777e-21
5.46174,9.48031e-21,5.72522e-21
5.4934,6.90728e-21,4.17143e-21
5.52507,5.0325e-21,3.03932e-21
5.55673,3.66647e-21,2.21447e-21
5.58839,2.67108e-21,1.61347e-21
5.62005,1.9457e-21,1.17559e-21
5.65172,1.41702e-21,8.56539e-22
5.68338,1.03159e-21,6.24079e-22
5.71504,7.50438e-22,4.54708e-22
5.7467,5.4515e-22,3.31302e-22
5.77836,3.94971e-22,2.41389e-22
5.81003,2.8472e-22,1.75877e-22
5.84169,2.03252e-22,1.28145e-22
5.87335,1.4233e-22,9.33673e-23
5.90501,9.57957e-23,6.80279e-23
5.93668,5.89459e-23,4.95655e-23
5.96834,2.80549e-23,3.61137e-23
6,0,2.63127e-23
