x,U_ML_Thomas,U_exact
-5.45316,2.13847e-113,1.37788e-128
-5.4481,3.2781e-113,2.36335e-128
-5.44304,5.02374e-113,4.05162e-128
-5.43797,7.69697e-113,6.94243e-128
-5.43291,1.17896e-112,1.18899e-127
-5.42785,1.80536e-112,2.03529e-127
-5.42278,2.76387e-112,3.48224e-127
-5.41772,4.23016e-112,5.95488e-127
-5.41266,6.47265e-112,1.01782e-126
-5.40759,9.90134e-112,1.73881e-126
-5.40253,1.51423e-111,2.96904e-126
-5.39747,2.31514e-111,5.06714e-126
-5.39241,3.53873e-111,8.64356e-126
-5.38734,5.40759e-111,1.47369e-125
-5.38228,8.26125e-111,2.51132e-125
-5.37722,1.26175e-110,4.27741e-125
-5.37215,1.92658e-110,7.28186e-125
-5.36709,2.94094e-110,1.23905e-124
-5.36203,4.48819e-110,2.10724e-124
-5.35696,6.84765e-110,3.582e-124
-5.3519,1.04447e-109,6.08583e-124
-5.34684,1.59271e-109,1.03347e-123
-5.34177,2.42808e-109,1.75411e-123
-5.33671,3.70062e-109,2.97577e-123
-5.33165,5.63858e-109,5.04574e-123
-5.32658,8.58916e-109,8.55133e-123
-5.32152,1.30802e-108,1.44852e-122
-5.31646,1.99143e-108,2.45245e-122
-5.31139,3.0311e-108,4.1501e-122
-5.30633,4.61232e-108,7.01938e-122
-5.30127,7.01653e-108,1.18665e-121
-5.2962,1.06711e-107,2.00507e-121
-5.29114,1.62249e-107,3.38625e-121
-5.28608,2.46625e-107,5.716e-121
-5.28101,3.74781e-107,9.6438e-121
-5.27595,5.69378e-107,1.62625e-120
-5.27089,8.64785e-107,2.741e-120
-5.26582,1.3131e-106,4.61757e-120
-5.26076,1.9933e-106,7.77502e-120
-5.2557,3.02504e-106,1.3085e-119
-5.25063,4.58958e-106,2.20103e-119
-5.24557,6.96142e-106,3.70052e-119
-5.24051,1.05562e-105,6.21846e-119
-5.23544,1.60028e-105,1.04445e-118
-5.23038,2.42533e-105,1.75336e-118
-5.22532,3.67475e-105,2.94199e-118
-5.22025,5.56631e-105,4.93393e-118
-5.21519,8.42927e-105,8.27042e-118
-5.21013,1.27613e-104,1.38562e-117
-5.20506,1.93144e-104,2.32031e-117
-5.2,2.92248e-104,3.88357e-117
-5.19494,4.42084e-104,6.49677e-117
-5.18987,6.68558e-104,1.08629e-116
-5.18481,1.01078e-103,1.81544e-116
-5.17975,1.52776e-103,3.03247e-116
-5.17468,2.30853e-103,5.06286e-116
-5.16962,3.48736e-103,8.44847e-116
-5.16456,5.26673e-103,1.4091e-115
-5.15949,7.95182e-103,2.34904e-115
-5.15443,1.20026e-102,3.91401e-115
-5.14937,1.81118e-102,6.51833e-115
-5.1443,2.73233e-102,1.08501e-114
-5.13924,4.12082e-102,1.80515e-114
-5.13418,6.21321e-102,3.00177e-114
-5.12911,9.36547e-102,4.98911e-114
-5.12405,1.41132e-101,8.28805e-114
-5.11899,2.12618e-101,1.37615e-113
-5.11392,3.20225e-101,2.28381e-113
-5.10886,4.82161e-101,3.78825e-113
-5.1038,7.25786e-101,6.28058e-113
-5.09873,1.09221e-100,1.04074e-112
-5.09367,1.64318e-100,1.72374e-112
-5.08861,2.4714e-100,2.85353e-112
-5.08354,3.71604e-100,4.72145e-112
-5.07848,5.58597e-100,7.80822e-112
-5.07342,8.39454e-100,1.29066e-111
-5.06835,1.26117e-99,2.13233e-111
-5.06329,1.89423e-99,3.52111e-111
-5.05823,2.84427e-99,5.8115e-111
-5.05316,4.2696e-99,9.58693e-111
-5.0481,6.40743e-99,1.58072e-110
-5.04304,9.61302e-99,2.60503e-110
-5.03797,1.44183e-98,4.29094e-110
-5.03291,2.16197e-98,7.06442e-110
-5.02785,3.24087e-98,1.16247e-109
-5.02278,4.85685e-98,1.91194e-109
-5.01772,7.27655e-98,3.14301e-109
-5.01266,1.08987e-97,5.16419e-109
-5.00759,1.63194e-97,8.48088e-109
-5.00253,2.44293e-97,1.39208e-108
-4.99747,3.65591e-97,2.28385e-108
-4.99241,5.46965e-97,3.74504e-108
-4.98734,8.1809e-97,6.138e-108
-4.98228,1.22327e-96,1.0055e-107
-4.97722,1.8286e-96,1.64634e-107
-4.97215,2.73272e-96,2.69426e-107
-4.96709,4.08272e-96,4.40699e-107
-4.96203,6.09791e-96,7.20491e-107
-4.95696,9.10521e-96,1.17733e-106
-4.9519,1.35918e-95,1.92287e-106
-4.94684,2.02834e-95,3.13896e-106
-4.94177,3.02609e-95,5.12158e-106
-4.93671,4.51337e-95,8.35229e-106
-4.93165,6.72972e-95,1.36141e-105
-4.92658,1.00316e-94,2.21798e-105
-4.92152,1.49492e-94,3.61167e-105
-4.91646,2.22713e-94,5.87817e-105
-4.91139,3.31703e-94,9.56223e-105
-4.90633,4.93888e-94,1.55474e-104
-4.90127,7.35166e-94,2.52663e-104
-4.8962,1.094e-93,4.104e-104
-4.89114,1.62752e-93,6.6628e-104
-4.88608,2.42054e-93,1.08116e-103
-4.88101,3.59893e-93,1.75349e-103
-4.87595,5.34947e-93,2.84251e-103
-4.87089,7.94921e-93,4.60557e-103
-4.86582,1.1809e-92,7.45843e-103
-4.86076,1.75379e-92,1.20724e-102
-4.8557,2.60386e-92,1.9531e-102
-4.85063,3.86486e-92,3.15819e-102
-4.84557,5.73488e-92,5.10429e-102
-4.84051,8.50728e-92,8.24545e-102
-4.83544,1.26163e-91,1.3313e-101
-4.83038,1.87046e-91,2.14844e-101
-4.82532,2.7723e-91,3.46539e-101
-4.82025,4.10777e-91,5.5868e-101
-4.81519,6.08482e-91,9.0024e-101
-4.81013,9.0108e-91,1.44989e-100
-4.80506,1.33399e-90,2.33398e-100
-4.8,1.97432e-90,3.75527e-100
-4.79494,2.92117e-90,6.03905e-100
-4.78987,4.32086e-90,9.70686e-100
-4.78481,6.38937e-90,1.55945e-99
-4.77975,9.44538e-90,2.50408e-99
-4.77468,1.3959e-89,4.0189e-99
-4.76962,2.06236e-89,6.44689e-99
-4.76456,3.04612e-89,1.03365e-98
-4.75949,4.49783e-89,1.65647e-98
-4.75443,6.63946e-89,2.65324e-98
-4.74937,9.79796e-89,4.24767e-98
-4.7443,1.44548e-88,6.79686e-98
-4.73924,2.13188e-88,1.08705e-97
-4.73418,3.14329e-88,1.73769e-97
-4.72911,4.63319e-88,2.77639e-97
-4.72405,6.8273e-88,4.43374e-97
-4.71899,1.00575e-87,7.07691e-97
-4.71392,1.48117e-87,1.12902e-96
-4.70886,2.18067e-87,1.80028e-96
-4.7038,3.20959e-87,2.86921e-96
-4.69873,4.7226e-87,4.57054e-96
-4.69367,6.9468e-87,7.27706e-96
-4.68861,1.02155e-86,1.15805e-95
-4.68354,1.50179e-86,1.84197e-95
-4.67848,2.20713e-86,2.92833e-95
-4.67342,3.24279e-86,4.65309e-95
-4.66835,4.76301e-86,7.39001e-95
-4.66329,6.99385e-86,1.17309e-94
-4.65823,1.02665e-85,1.86124e-94
-4.65316,1.50661e-85,2.95159e-94
-4.6481,2.21029e-85,4.67834e-94
-4.64304,3.24167e-85,7.4116e-94
-4.63797,4.75291e-85,1.17358e-93
-4.63291,6.96661e-85,1.85738e-93
-4.62785,1.02083e-84,2.93811e-93
-4.62278,1.4954e-84,4.64537e-93
-4.61772,2.18994e-84,7.341e-93
-4.61266,3.20609e-84,1.15951e-92
-4.60759,4.69236e-84,1.83052e-92
-4.60253,6.86557e-84,2.88841e-92
-4.59747,1.00423e-83,4.5554e-92
-4.59241,1.46844e-83,7.18086e-92
-4.58734,2.14661e-83,1.13138e-91
-4.58228,3.13703e-83,1.78167e-91
-4.57722,4.58304e-83,2.80431e-91
-4.57215,6.69358e-83,4.41173e-91
-4.56709,9.77311e-83,6.93705e-91
-4.56203,1.42652e-82,1.09024e-90
-4.55696,2.08156e-82,1.7126e-90
-4.5519,3.03649e-82,2.68888e-90
-4.54684,4.42816e-82,4.21958e-90
-4.54177,6.45571e-82,6.61837e-90
-4.53671,9.40879e-82,1.03757e-89
-4.53165,1.37086e-81,1.62579e-89
-4.52658,1.99673e-81,2.54621e-89
-4.52152,2.90746e-81,3.98573e-89
-4.51646,4.23232e-81,6.23598e-89
-4.51139,6.159e-81,9.7518e-89
-4.50633,8.96006e-81,1.52422e-88
-4.50127,1.3031e-80,2.38119e-88
-4.4962,1.89459e-80,3.71812e-88
-4.49114,2.75373e-80,5.80278e-88
-4.48608,4.00123e-80,9.05174e-88
-4.48101,5.8121e-80,1.41127e-87
-4.47595,8.43997e-80,2.19924e-87
-4.47089,1.22523e-79,3.42545e-87
-4.46582,1.77811e-79,5.33268e-87
-4.46076,2.57969e-79,8.29769e-87
-4.4557,3.74149e-79,1.29048e-86
-4.45063,5.42487e-79,2.00599e-86
-4.44557,7.86321e-79,3.11666e-86
-4.44051,1.1394e-78,4.83986e-86
-4.43544,1.65053e-78,7.51208e-86
-4.43038,2.39019e-78,1.16539e-85
-4.42532,3.46028e-78,1.80702e-85
-4.42025,5.00789e-78,2.80052e-85
-4.41519,7.24544e-78,4.33809e-85
-4.41013,1.04795e-77,6.71647e-85
-4.40506,1.51525e-77,1.03936e-84
-4.4,2.19024e-77,1.60759e-84
-4.39494,3.16494e-77,2.48523e-84
-4.38987,4.572e-77,3.8401e-84
-4.38481,6.60255e-77,5.93063e-84
-4.37975,9.53197e-77,9.15465e-84
-4.37468,1.37568e-76,1.41243e-83
-4.36962,1.98482e-76,2.17808e-83
-4.36456,2.86278e-76,3.3571e-83
-4.35949,4.1278e-76,5.17176e-83
-4.35443,5.94999e-76,7.96334e-83
-4.34937,8.57388e-76,1.22556e-82
-4.3443,1.23511e-75,1.8852e-82
-4.33924,1.77867e-75,2.89844e-82
-4.33418,2.56065e-75,4.45404e-82
-4.32911,3.68528e-75,6.84112e-82
-4.32405,5.30218e-75,1.05023e-81
-4.31899,7.6261e-75,1.61147e-81
-4.31392,1.09652e-74,2.47141e-81
-4.30886,1.57613e-74,3.78834e-81
-4.3038,2.26481e-74,5.80414e-81
-4.29873,3.25338e-74,8.88811e-81
-4.29367,4.67199e-74,1.36039e-80
-4.28861,6.70708e-74,2.08114e-80
-4.28354,9.62559e-74,3.18217e-80
-4.27848,1.38097e-73,4.86325e-80
-4.27342,1.98064e-73,7.42873e-80
-4.26835,2.83981e-73,1.13419e-79
-4.26329,4.07039e-73,1.73077e-79
-4.25823,5.83237e-73,2.63983e-79
-4.25316,8.35444e-73,4.02434e-79
-4.2481,1.19633e-72,6.13195e-79
-4.24304,1.71257e-72,9.33866e-79
-4.23797,2.45081e-72,1.42152e-78
-4.23291,3.50615e-72,2.16275e-78
-4.22785,5.01435e-72,3.28884e-78
-4.22278,7.16904e-72,4.99875e-78
-4.21772,1.02463e-71,7.59387e-78
-4.21266,1.46399e-71,1.15305e-77
-4.20759,2.09108e-71,1.74992e-77
-4.20253,2.98581e-71,2.65441e-77
-4.19747,4.26203e-71,4.02442e-77
-4.19241,6.08181e-71,6.09848e-77
-4.18734,8.6758e-71,9.23682e-77
-4.18228,1.23722e-70,1.39832e-76
-4.17722,1.76379e-70,2.1158e-76
-4.17215,2.51366e-70,3.19981e-76
-4.16709,3.58119e-70,4.83681e-76
-4.16203,5.10046e-70,7.30761e-76
-4.15696,7.26191e-70,1.10351e-75
-4.1519,1.0336e-69,1.66556e-75
-4.14684,1.47067e-69,2.51261e-75
-4.14177,2.09189e-69,3.78857e-75
-4.13671,2.97455e-69,5.70963e-75
-4.13165,4.22829e-69,8.60051e-75
-4.12658,6.00852e-69,1.29486e-74
-4.12152,8.53552e-69,1.94852e-74
-4.11646,1.21214e-68,2.9307e-74
-4.11139,1.72081e-68,4.40576e-74
-4.10633,2.44217e-68,6.61992e-74
-4.10127,3.46478e-68,9.94186e-74
-4.0962,4.914e-68,1.49233e-73
-4.09114,6.96713e-68,2.23897e-73
-4.08608,9.87487e-68,3.35747e-73
-4.08101,1.39916e-67,5.03223e-73
-4.07595,1.98181e-67,7.53861e-73
-4.07089,2.80619e-67,1.12877e-72
-4.06582,3.97218e-67,1.68929e-72
-4.06076,5.62082e-67,2.52688e-72
-4.0557,7.95112e-67,3.77788e-72
-4.05063,1.12439e-66,5.64541e-72
-4.04557,1.5895e-66,8.43191e-72
-4.04051,2.24628e-66,1.25875e-71
-4.03544,3.17339e-66,1.87818e-71
-4.03038,4.48169e-66,2.80102e-71
-4.02532,6.32729e-66,4.17522e-71
-4.02025,8.92999e-66,6.2205e-71
-4.01519,1.25992e-65,9.26308e-71
-4.01013,1.77701e-65,1.37869e-70
-4.00506,2.5055e-65,2.05099e-70
-4,3.53148e-65,3.0496e-70
-3.99494,4.97594e-65,4.53217e-70
-3.98987,7.00892e-65,6.73211e-70
-3.98481,9.86923e-65,9.99494e-70
-3.97975,1.38922e-64,1.48318e-69
-3.97468,1.95487e-64,2.19982e-69
-3.96962,2.74991e-64,3.26112e-69
-3.96456,3.86701e-64,4.83201e-69
-3.95949,5.43612e-64,7.15605e-69
-3.95443,7.63939e-64,1.05926e-68
-3.94937,1.07321e-63,1.56716e-68
-3.9443,1.50718e-63,2.31743e-68
-3.93924,2.11593e-63,3.4252e-68
-3.93418,2.96957e-63,5.05995e-68
-3.92911,4.16621e-63,7.47121e-68
-3.92405,5.84311e-63,1.1026e-67
-3.91899,8.19222e-63,1.62641e-67
-3.91392,1.14819e-62,2.39786e-67
-3.90886,1.60872e-62,3.53346e-67
-3.9038,2.25322e-62,5.20429e-67
-3.89873,3.15487e-62,7.66135e-67
-3.89367,4.41583e-62,1.12728e-66
-3.88861,6.17872e-62,1.65784e-66
-3.88354,8.64249e-62,2.43689e-66
-3.87848,1.20846e-61,3.58024e-66
-3.87342,1.6892e-61,5.25742e-66
-3.86835,2.36039e-61,7.71642e-66
-3.86329,3.29716e-61,1.13199e-65
-3.85823,4.60416e-61,1.65979e-65
-3.85316,6.42708e-61,2.43246e-65
-3.8481,8.96872e-61,3.56304e-65
-3.84304,1.25113e-60,5.21652e-65
-3.83797,1.74471e-60,7.63349e-65
-3.83291,2.43221e-60,1.11648e-64
-3.82785,3.38946e-60,1.63214e-64
-3.82278,4.72186e-60,2.3848e-64
-3.81772,6.5758e-60,3.48279e-64
-3.81266,9.15454e-60,5.08377e-64
-3.80759,1.27402e-59,7.417e-64
-3.80253,1.77243e-59,1.08157e-63
-3.79747,2.46499e-59,1.57639e-63
-3.79241,3.42699e-59,2.29644e-63
-3.78734,4.76279e-59,3.34372e-63
-3.78228,6.61703e-59,4.86618e-63
-3.77722,9.19001e-59,7.07832e-63
-3.77215,1.27591e-58,1.0291e-62
-3.76709,1.77083e-58,1.49542e-62
-3.76203,2.45689e-58,2.17198e-62
-3.75696,3.40756e-58,3.15305e-62
-3.7519,4.72448e-58,4.57498e-62
-3.74684,6.54811e-58,6.63484e-62
-3.74177,9.07253e-58,9.61735e-62
-3.73671,1.25658e-57,1.39336e-61
-3.73165,1.73982e-57,2.01769e-61
-3.72658,2.40808e-57,2.92031e-61
-3.72152,3.33185e-57,4.22462e-61
-3.71646,4.60841e-57,6.10842e-61
-3.71139,6.37187e-57,8.82781e-61
-3.70633,8.80709e-57,1.27515e-60
-3.70127,1.21688e-56,1.84099e-60
-3.6962,1.68079e-56,2.6566e-60
-3.69114,2.32076e-56,3.83163e-60
-3.68608,3.20328e-56,5.52364e-60
-3.68101,4.41988e-56,7.95883e-60
-3.67595,6.09641e-56,1.14619e-59
-3.67089,8.40598e-56,1.64986e-59
-3.66582,1.15865e-55,2.37368e-59
-3.66076,1.59648e-55,3.41334e-59
-3.6557,2.19899e-55,4.90592e-59
-3.65063,3.02784e-55,7.04765e-59
-3.64557,4.16765e-55,1.01193e-58
-3.64051,5.73454e-55,1.45225e-58
-3.63544,7.88776e-55,2.08313e-58
-3.63038,1.08457e-54,2.98658e-58
-3.62532,1.49077e-54,4.27971e-58
-3.62025,2.04838e-54,6.12969e-58
-3.61519,2.81357e-54,8.77497e-58
-3.61013,3.86326e-54,1.25556e-57
-3.60506,5.3027e-54,1.7956e-57
-3.6,7.27593e-54,2.56665e-57
-3.59494,9.97993e-54,3.66697e-57
-3.58987,1.3684e-53,5.23639e-57
-3.58481,1.87563e-53,7.47376e-57
-3.57975,2.56997e-53,1.06618e-56
-3.57468,3.5201e-53,1.52021e-56
-3.56962,4.81981e-53,2.16651e-56
-3.56456,6.59707e-53,3.08604e-56
-3.55949,9.02649e-53,4.39364e-56
-3.55443,1.23462e-52,6.25219e-56
-3.54937,1.68809e-52,8.89247e-56
-3.5443,2.30729e-52,1.26414e-55
-3.53924,3.1525e-52,1.7962e-55
-3.53418,4.30581e-52,2.5509e-55
-3.52911,5.87895e-52,3.62091e-55
-3.52405,8.02401e-52,5.13719e-55
-3.51899,1.09478e-51,7.28477e-55
-3.51392,1.49317e-51,1.0325e-54
-3.50886,2.03582e-51,1.46267e-54
-3.5038,2.77467e-51,2.07104e-54
-3.49873,3.78034e-51,2.93097e-54
-3.49367,5.14866e-51,4.1459e-54
-3.48861,7.00975e-51,5.86151e-54
-3.48354,9.54017e-51,8.28293e-54
-3.47848,1.29794e-50,1.16988e-53
-3.47342,1.76521e-50,1.65151e-53
-3.46835,2.39985e-50,2.33027e-53
-3.46329,3.26149e-50,3.28635e-53
-3.45823,4.4309e-50,4.63238e-53
-3.45316,6.01744e-50,6.52648e-53
-3.4481,8.16912e-50,9.19044e-53
-3.44304,1.10862e-49,1.29353e-52
-3.43797,1.50395e-49,1.81971e-52
-3.43291,2.03953e-49,2.55864e-52
-3.42785,2.76483e-49,3.59584e-52
-3.42278,3.74672e-49,5.05097e-52
-3.41772,5.07547e-49,7.09142e-52
-3.41266,6.87298e-49,9.95117e-52
-3.40759,9.30371e-49,1.39572e-51
-3.40253,1.25896e-48,1.95662e-51
-3.39747,1.70297e-48,2.74156e-51
-3.39241,2.30276e-48,3.83949e-51
-3.38734,3.11265e-48,5.37442e-51
-3.38228,4.20586e-48,7.51922e-51
-3.37722,5.68097e-48,1.05147e-50
-3.37215,7.67064e-48,1.46962e-50
-3.36709,1.03534e-47,2.05304e-50
-3.36203,1.39694e-47,2.86664e-50
-3.35696,1.88413e-47,4.00066e-50
-3.3519,2.54032e-47,5.58051e-50
-3.34684,3.42379e-47,7.78035e-50
-3.34177,4.61282e-47,1.0842e-49
-3.33671,6.21252e-47,1.51008e-49
-3.33165,8.36393e-47,2.10221e-49
-3.32658,1.12562e-46,2.92506e-49
-3.32152,1.51432e-46,4.06797e-49
-3.31646,2.03649e-46,5.65462e-49
-3.31139,2.73772e-46,7.8562e-49
-3.30633,3.67905e-46,1.09095e-48
-3.30127,4.94223e-46,1.51419e-48
-3.2962,6.63667e-46,2.10059e-48
-3.29114,8.90876e-46,2.91262e-48
-3.28608,1.19543e-45,4.03655e-48
-3.28101,1.60351e-45,5.5914e-48
-3.27595,2.15011e-45,7.7413e-48
-3.27089,2.88196e-45,1.07125e-47
-3.26582,3.86148e-45,1.48167e-47
-3.26076,5.17202e-45,2.0483e-47
-3.2557,6.92478e-45,2.83023e-47
-3.25063,9.26811e-45,3.9087e-47
-3.24557,1.23998e-44,5.39543e-47
-3.24051,1.65836e-44,7.44395e-47
-3.23544,2.21707e-44,1.02651e-46
-3.23038,2.96293e-44,1.41484e-46
-3.22532,3.95822e-44,1.94911e-46
-3.22025,5.28589e-44,2.68378e-46
-3.21519,7.05625e-44,3.69353e-46
-3.21013,9.41604e-44,5.08066e-46
-3.20506,1.25603e-43,6.98525e-46
-3.2,1.67483e-43,9.59902e-46
-3.19494,2.23244e-43,1.31842e-45
-3.18987,2.97459e-43,1.80995e-45
-3.18481,3.96196e-43,2.48349e-45
-3.17975,5.27511e-43,3.40598e-45
-3.17468,7.02087e-43,4.66879e-45
-3.16962,9.34086e-43,6.39661e-45
-3.16456,1.24228e-42,8.7595e-45
-3.15949,1.65155e-42,1.19893e-44
-3.15443,2.19481e-42,1.64017e-44
-3.14937,2.91569e-42,2.24268e-44
-3.1443,3.87189e-42,3.06501e-44
-3.13924,5.13972e-42,4.18676e-44
-3.13418,6.82014e-42,5.71622e-44
-3.12911,9.04656e-42,7.8005e-44
-3.12405,1.19953e-41,1.06395e-43
-3.11899,1.58991e-41,1.45044e-43
-3.11392,2.10654e-41,1.97635e-43
-3.10886,2.79e-41,2.69161e-43
-3.1038,3.6938e-41,3.6639e-43
-3.09873,4.88854e-41,4.98492e-43
-3.09367,6.46725e-41,6.77886e-43
-3.08861,8.55255e-41,9.2138e-43
-3.08354,1.13059e-40,1.25171e-42
-3.07848,1.49401e-40,1.69962e-42
-3.07342,1.97349e-40,2.30667e-42
-3.06835,2.60586e-40,3.12897e-42
-3.06329,3.43955e-40,4.24229e-42
-3.05823,4.53823e-40,5.74888e-42
-3.05316,5.98558e-40,7.78663e-42
-3.0481,7.89152e-40,1.05414e-41
-3.04304,1.04004e-39,1.42637e-41
-3.03797,1.37016e-39,1.92908e-41
-3.03291,1.80438e-39,2.60766e-41
-3.02785,2.3753e-39,3.52318e-41
-3.02278,3.12566e-39,4.75776e-41
-3.01772,4.1115e-39,6.42176e-41
-3.01266,5.40619e-39,8.66341e-41
-3.00759,7.10584e-39,1.16817e-40
-3.00253,9.33627e-39,1.57438e-40
-2.99747,1.22621e-38,2.12077e-40
-2.99241,1.60986e-38,2.85538e-40
-2.98734,2.11273e-38,3.84252e-40
-2.98228,2.77162e-38,5.16835e-40
-2.97722,3.6346e-38,6.94819e-40
-2.97215,4.76443e-38,9.33631e-40
-2.96709,6.24307e-38,1.2539e-39
-2.96203,8.17744e-38,1.68319e-39
-2.95696,1.0707e-37,2.25832e-39
-2.9519,1.40137e-37,3.02847e-39
-2.94684,1.83344e-37,4.05924e-39
-2.94177,2.39781e-37,5.43813e-39
-2.93671,3.13468e-37,7.28179e-39
-2.93165,4.09641e-37,9.74563e-39
-2.92658,5.35112e-37,1.30366e-38
-2.92152,6.98743e-37,1.74303e-38
-2.91646,9.12056e-37,2.32931e-38
-2.91139,1.19003e-36,3.11124e-38
-2.90633,1.55211e-36,4.15359e-38
-2.90127,2.02358e-36,5.54239e-38
-2.8962,2.63722e-36,7.39186e-38
-2.89114,3.43562e-36,9.85359e-38
-2.88608,4.47397e-36,1.31286e-37
-2.88101,5.82388e-36,1.74834e-37
-2.87595,7.57811e-36,2.32712e-37
-2.87089,9.85689e-36,3.09595e-37
-2.86582,1.28159e-35,4.11673e-37
-2.86076,1.66567e-35,5.47135e-37
-2.8557,2.16399e-35,7.2681e-37
-2.85063,2.81031e-35,9.65007e-37
-2.84557,3.64822e-35,1.28063e-36
-2.84051,4.73411e-35,1.69864e-36
-2.83544,6.14079e-35,2.25196e-36
-2.83038,7.96231e-35,2.98405e-36
-2.82532,1.03201e-34,3.95215e-36
-2.82025,1.33708e-34,5.23172e-36
-2.81519,1.73164e-34,6.92214e-36
-2.81013,2.24175e-34,9.15417e-36
-2.80506,2.90099e-34,1.20999e-35
-2.8,3.75261e-34,1.59855e-35
-2.79494,4.85231e-34,2.11085e-35
-2.78987,6.2718e-34,2.78593e-35
-2.78481,8.10333e-34,3.67509e-35
