x,U_ML_Thomas,U_exact
-2.05063,2.16538e-155,0
-2.04557,5.5485e-155,0
-2.04051,1.42166e-154,0
-2.03544,3.64242e-154,0
-2.03038,9.33174e-154,0
-2.02532,2.39063e-153,0
-2.02025,6.12403e-153,0
-2.01519,1.5687e-152,0
-2.01013,4.01807e-152,0
-2.00506,1.02913e-151,0
-2,2.63573e-151,0
-1.99494,6.75005e-151,0
-1.98987,1.72858e-150,0
-1.98481,4.42635e-150,0
-1.97975,1.13339e-149,0
-1.97468,2.90193e-149,0
-1.96962,7.42968e-149,0
-1.96456,1.90208e-148,0
-1.95949,4.86925e-148,0
-1.95443,1.24644e-147,0
-1.94937,3.19046e-147,0
-1.9443,8.16604e-147,0
-1.93924,2.08999e-146,0
-1.93418,5.34872e-146,0
-1.92911,1.36877e-145,0
-1.92405,3.50256e-145,0
-1.91899,8.96219e-145,0
-1.91392,2.29307e-144,0
-1.90886,5.86669e-144,0
-1.9038,1.50087e-143,0
-1.89873,3.83942e-143,0
-1.89367,9.82116e-143,0
-1.88861,2.51207e-142,0
-1.88354,6.42502e-142,0
-1.87848,1.6432e-141,0
-1.87342,4.20221e-141,0
-1.86835,1.07458e-140,0
-1.86329,2.74772e-140,0
-1.85823,7.0255e-140,0
-1.85316,1.7962e-139,0
-1.8481,4.59202e-139,0
-1.84304,1.17388e-138,0
-1.83797,3.00067e-138,0
-1.83291,7.66977e-138,0
-1.82785,1.96028e-137,0
-1.82278,5.00985e-137,0
-1.81772,1.28027e-136,0
-1.81266,3.27153e-136,0
-1.80759,8.35932e-136,0
-1.80253,2.1358e-135,0
-1.79747,5.45659e-135,0
-1.79241,1.39397e-134,0
-1.78734,3.56084e-134,0
-1.78228,9.09543e-134,0
-1.77722,2.32308e-133,0
-1.77215,5.93299e-133,0
-1.76709,1.51514e-132,0
-1.76203,3.86903e-132,0
-1.75696,9.87914e-132,0
-1.7519,2.52235e-131,0
-1.74684,6.43963e-131,0
-1.74177,1.64393e-130,0
-1.73671,4.1964e-130,0
-1.73165,1.07112e-129,0
-1.72658,2.73379e-129,0
-1.72152,6.97687e-129,0
-1.71646,1.78043e-128,0
-1.71139,4.54313e-128,0
-1.70633,1.15919e-127,0
-1.70127,2.95746e-127,0
-1.6962,7.54485e-127,0
-1.69114,1.92464e-126,0
-1.68608,4.90924e-126,0
-1.68101,1.25212e-125,0
-1.67595,3.19333e-125,0
-1.67089,8.14342e-125,0
-1.66582,2.07652e-124,0
-1.66076,5.29456e-124,0
-1.6557,1.34986e-123,0
-1.65063,3.44124e-123,0
-1.64557,8.77211e-123,0
-1.64051,2.23593e-122,0
-1.63544,5.69871e-122,0
-1.63038,1.45231e-121,0
-1.62532,3.70089e-121,0
-1.62025,9.43011e-121,0
-1.61519,2.40265e-120,0
-1.61013,6.12108e-120,0
-1.60506,1.55929e-119,0
-1.6,3.97184e-119,0
-1.59494,1.01162e-118,0
-1.58987,2.57635e-118,0
